filename,file_type,religious_group,content,content_length,word_count,chunk_id,chunk_count,has_url_content
TeacherQ_reconciled.docx,interview,both,"actually harkens back to a bit of year 9 history as well because we teach the plantation of Ulster. Now, em, being aware of the pupils that we have in the school and therefore the parents that we have of those kids and we may well get to it later on, there have been parents who have been very strong in their approach towards, sort of, Unionism is the way we want our kids to be brought up, not questioning that. I always like to take the approach that we need to, even if you are a Unionist, which I myself am, we need to have an open mind to the fact that, just because we're Unionist doesn’t mean that every Nationalist argument is wrong. And I found the plantation of Ulster, it actually confronts a lot of the pupils with the reality that the Irish were living their lives and the planters came over.
00:10:00
And I always say this, you would say would be the beginning of what would eventually end up being the Troubles.",927,177,8,39,False
TeacherQ_reconciled.docx,interview,both,"s say this, you would say would be the beginning of what would eventually end up being the Troubles. Now, I have had kids who have gone home and parents have phoned to say that I'm giving a biassed view, and I'm trying to sort of present a Nationalist point of view, which in reality I don't think is the case and why I think it's important that we teach it because it is, you know, real events that happened and if you don't like real events, then, [
Q
I think we need to appreciate that actually our way of thinking isn't always correct. The openness to hearing opposing points of view and also confronting the fact that you're wrong on something. Again, I said before that I think we do live in an age where people are a bit more insular and like if I don't like what's being said, I'm going to shut down, not associate with it.",831,161,9,39,False
TeacherQ_reconciled.docx,interview,both,"e insular and like if I don't like what's being said, I'm going to shut down, not associate with it. You need people to have a bit of due diligence and ability to actually [recorder movement] [inaudible] information that is presented to them and make a reas- make a reason judgement for themself.
00:13:26
But again, like I say also an openness to being challenged and an openness to changing your views, or not even to change your views, but to actually defend your views. You know, em, why do you believe in unionism? Well, I just do. You know, rather than here's the reason why because ultimately, and again, I do mention this when people challenge me on it. I'm like, I mean, Nationalists, they tend to have a lot more reasons for why they feel the way they do rather than just, ‘It's the way I was brought up.",814,151,10,39,False
TeacherQ_reconciled.docx,interview,both,"lot more reasons for why they feel the way they do rather than just, ‘It's the way I was brought up.’
00:14:02
And so actually, having the sort of nouce to want to understand more about yourself will allow you not only to, you know, understand why you are the way you are, but also to defend it and to maybe change if need be.

00:14:22
Q
I find that visual means is a much better way of teaching history. History has the reputation of being dusty old textbooks, and there's a lot of writing and a lot of reading. So, for the Nazis and for Northern Ireland, I will always present images taken from the time, not propaganda pictures. They're simply photographs that were taken. So, for Northern Ireland, I will take photographs of the peace walls, I will show photographs of people protesting outside the H block.",812,149,11,39,False
TeacherQ_reconciled.docx,interview,both,"ke photographs of the peace walls, I will show photographs of people protesting outside the H block. And showing them real things and asking them what do- what do you see in this picture? What do you feel? Before introducing what it's from because again, Northern Ireland, you know, everything's Protestant or Catholic. You know, I remember Liam Neeson when his wife sadly died, he considered turning to Islam as a religion, and he's being interviewed about it. And he laughed and said if he went to Ballymena, they would ask, was he a Protestant Muslim or a Catholic Muslim.
00:15:51
So you're trying to present things without putting a label on to them because that generates a more open and healthy discussion rather than people feeling like, oh, I can’t. I can’t be too critical of that or it can't be too positive towards that because of the implication.

00:16:09
Q
So generally you generate quite a lot of discussion because you're asking pupils just to point out what they can see.",989,173,12,39,False
TeacherQ_reconciled.docx,interview,both,"generate quite a lot of discussion because you're asking pupils just to point out what they can see. There's no sort of level of knowledge required. And, eh, one of the times that it really worked was, I’m just trying to think of the exact context and what it was. Oh, it was a still image that was taken from the funeral of Bobby Sands. Now, there's, I believe, a bagpiper at the front of the hearse behind, there's a crowd behind him. Now I deliberately in this picture, I covered up the Irish tricolour because that would give an indication of kind of, what kind of funeral it was.
00:17:20
Em, and I asked them for their opinions on the kind of person this must be and what I got in return was, is it somebody like a statesman or someone of real importance that they would have that many people out, and I had pre-empted by saying this is one still image, the crowd behind is so much bigger.",895,171,13,39,False
TeacherQ_reconciled.docx,interview,both,"ple out, and I had pre-empted by saying this is one still image, the crowd behind is so much bigger. And you got a lot of people saying this must be someone who was really important, someone who was really respected, you know, everyone's there and they've gathered, and when you reveal that it's, that there is that unease because the these pupils have realised that I've just given quite serious praise to somebody who perhaps a family member would consider to be a terrorist.
00:18:06
And, you know, you suddenly realise that actually, and what I try to draw out from that is, yeah, there's a lot of people who would look upon these figures, who you maybe don't respect and despise as heroes and people like that and if you live your entire life believing that these people are nobodies, you fail to appreciate other people's point of view. And if you feel they appreciate other people's point of view, it's again, it’s a pet peeve, sorry, this is again going off into a thing.",979,177,14,39,False
TeacherQ_reconciled.docx,interview,both,"r people's point of view, it's again, it’s a pet peeve, sorry, this is again going off into a thing. We need to accept that in the world we're going to have different opinions. The reason why I believe Donald Trump's now President of America is because we laughed at his supporters and said, these people are idiots. They're racists and you can throw every possible a foes at them. But the reality is that there's 73 million people who voted for him in America who hold those views.  And whether you like it or not, that 73 million people have now elected him president and have given him a mandate to do whatever he wants. And again it harkens back to, you can't just throw people's opinions out because it's not generally popular.
00:19:17
And again, I do think people tend to follow what the majority opinion is, but if Brexit taught us anything, a majority can be a very slim majority.",889,163,15,39,False
TeacherQ_reconciled.docx,interview,both,"t the majority opinion is, but if Brexit taught us anything, a majority can be a very slim majority. And actually you realise that people out there who hold conflicting views, who number quite a considerable amount. And all I've got to do is change a couple of people's minds and all of a sudden, you're the ones in the minority. But yeah, it's just trying to keep things neutral until the point at which you confront them with the reality of what they're talking about.

00:19:56
Q
Oh yeah, yeah, one hundred percent. [
Q
They like to be able to have their voice heard in a forum where they're not going to be judged for it. Now that, 95% of the time yields constructive things. There's 5% of the time when, whether it's someone's genuine view or whether they're just trying to get a rise out of you, they will present an opinion that is extremely harsh. [sigh] But it does generate debate, and they do stand up and defend their point of view.",944,176,16,39,False
TeacherQ_reconciled.docx,interview,both,"mely harsh. [sigh] But it does generate debate, and they do stand up and defend their point of view. So, whether they enjoy it, I think they do enjoy it, but they get a lot out of it, [
Q
It's hard to, perhaps sometimes, separate yourself from your personal feelings on things. Like Northern Ireland is, it is contentious. But, in a sense as well, one of the problems is that you're dealing with a mostly unionist audience, and therefore your temptation would be let's present this in a Unionist supporting way. When you get to topics like [clap] Bloody Sunday where you know that the parents and grandparents are probably very pro, you know, British Army, it was a fault more so on the nationalist side, the temptation is to not get yourself into the contentious side of it and present the other point of view to the same extent.",830,152,17,39,False
TeacherQ_reconciled.docx,interview,both,"get yourself into the contentious side of it and present the other point of view to the same extent. But actually it's very important that you do because I mean, honestly, like even today we're still, you know, it was only a couple of years ago David Cameron formally apologised for Bloody Sunday. That's something which has been ongoing. The bombing that’s taking place now, you know that, and, you know, there's events that I know from my family's history that they went against the grain, you know.
00:25:59
Em, given that this is going to be deleted, I can be honest about this. My dad was a serving member of the RUC during the Troubles, and he only survived being killed because of an informant within the organisation who stopped the bomb from, cut the wire of the bomb.
00:26:18 
He struggled immensely with the Good Friday Agreement and ultimately could not bring himself to vote for it.",896,159,18,39,False
TeacherQ_reconciled.docx,interview,both,"gled immensely with the Good Friday Agreement and ultimately could not bring himself to vote for it. And so, when I'm teaching about this, this event, like sort of at the end of the course where the Troubles came to an end, there is that sense of, you know, my family are actually in opposition to this sort of main event. Now, obviously times have changed, and people do change, but again, it is hard to look at events when you know you have family involved in it. And I do know, I found out, I taught a pupil whose uncle was a member of the UDA on the Shankill and was in prison for killing people during the Troubles. I didn’t know that when I taught him, but, you suddenly find yourself confronted with very strong emotions.",728,138,19,39,False
TeacherQ_reconciled.docx,interview,both,"t know that when I taught him, but, you suddenly find yourself confronted with very strong emotions. I have not yet, and I suppose as time goes on, I'm less likely to encounter pupils who have direct relatives who were injured and killed in the conflict, but there is always that potential that when you present something which you believe to be just based on facts, emotions and legacy has turned that into something very different.
00:27:37
And, you know, I talk a lot about the Troubles, hard thing about the Nazis is their views on minority groups, it's confronting when you see the Jews being paralleled with some other minority groups in Northern Ireland. And again, sectarianism actually held back racism in Northern Ireland for a very long time, because not that many minorities came to Northern Ireland, because it wasn't safe to do so.",845,146,20,39,False
TeacherQ_reconciled.docx,interview,both,"ng time, because not that many minorities came to Northern Ireland, because it wasn't safe to do so. You know, compared to the mainland United Kingdom, where there's lots and lots of, you know, ethnic minority groups, Northern Ireland is still kind of grappling with what it's like to become more multicultural. And, I do see in school a lot of kids who would resort to sort of racial humour, whether they intend to be offensive or not.
00:28:34
It becomes kind of, you know the- the, I don't know, it becomes an acceptable thing to joke about. It's like calling someone gay in the early 2000s when you were in school, you know, someone of this day would be like why would you do that? I don't know. It's almost. But you can see then how it starts with that and how easily it can twist, which again, is why it's important to teach what we teach and to show people, it wasn't just started with this, it continued, you know.",922,172,21,39,False
TeacherQ_reconciled.docx,interview,both,"to teach what we teach and to show people, it wasn't just started with this, it continued, you know.
00:29:10
I think sometimes, our defence mechanism says, well, we're never actually going to get to the concentration camps like the Nazis did, but, you know, there's a lot of bad things between that and that, you know, if you got to halfway and stopped, you would still be mistreating people. And how easy it is to slip into those habits.

00:29:32
Q
School, eh, makes sure, for Holocaust memorial day they have an assembly every year and the teacher who does that, a colleague of the history department, he's very passionate about that. He does a lot of work with the Holocaust Memorial trust and the school every year, every single pupil attends the Holocaust Memorial Assembly.",781,137,22,39,False
TeacherQ_reconciled.docx,interview,both,"emorial trust and the school every year, every single pupil attends the Holocaust Memorial Assembly.
00:30:05
And you know, it's not just about that, but also they they do tailor the kind of what's going on in the world today and seeing about how this correlates with other things that are happening and how we never want it to get to that same level again.
00:30:21
The school are also very good when it comes to- they believe in an open forum, but they also believe in nipping things in the bud. You know, if- if somebody says something, which is, again, offensive- offensive is the wrong word because you don't want to come across like the thought police where you can't have a dissenting opinion or else you're out. [
Q
I've never had severe blowback on anything that I have done, and I believe that's because I do keep a level head and try to present things factually rather than based on emotions.",903,165,23,39,False
TeacherQ_reconciled.docx,interview,both,"'s because I do keep a level head and try to present things factually rather than based on emotions. I mean, I alluded obviously to the fact that I have a family history with Northern Ireland and that does play a challenge of having to sort of come at the events like Burntollet Bridge with the RUC attacking the protest, but my dad was, like, 6 when that happened. But you know, you're still tryna defend the group that he would become a part of but presenting things factually as this is what happened.
00:33:31
People may not agree with that, but if you say I presented only the facts, they don't really have any recourse to go anywhere else, you know. Me saying that the RUC cracked some protests across the head with batons is factually true and it's very different than ‘these people deserved it’. And actually, by keeping your emotions out of something, and even if it isn't something which you have association with.",924,167,24,39,False
TeacherQ_reconciled.docx,interview,both,"ping your emotions out of something, and even if it isn't something which you have association with. When you're teaching the Nazis, not presenting your viewpoint as oh, this is evil and scummy. Now even if it is, I think the presentation of the- the presentation of the evidence [
Q
Well, current events, kids are quite media illiterate, so you know, em, they don't really get their information from anywhere other than their social media, which is kind of, well, if their social media is anything like mine, it'll be trying to avoid the negativity of the world as much as possible and find an escape. I think kids are generally quite ignorant to facts, you know.
00:35:56
I grew up in Northern Ireland during the 1990s and the 2000s and knew who Ian Paisley was, now he died in 2014 and he was still kind of a big deal whenever I was around. But kids don't know who he is today, so, actually an entire part of that course and his response to everything.",955,176,25,39,False
TeacherQ_reconciled.docx,interview,both,"n't know who he is today, so, actually an entire part of that course and his response to everything. People like Gerry Adams, they don't know who these people are.
00:36:23
And actually, on the one hand, you're like, oh, that's good because they haven't got any biases. But actually, if you're trying to teach something and they have no appreciation, I mean, every year, without fail, there's an A Level politics student who doesn't know what a u- who thinks a unionist is a nationalist, and vice versa. And actually...yeah, current events, certainly, it's their understanding, things you take for granted that just aren't there anymore.

00:36:54
Q
Yes, The Cold War. So, we grow up and we go through our schooling and we kind of see sides. We were the good guys during the First and Second World War. Germany were the bad guys. We’re on the good gu- good side, along with America. America were the good guys, they were on our side during the war.  They stood up to the Russians during the Cold War.",1000,179,26,39,False
TeacherQ_reconciled.docx,interview,both,"good guys, they were on our side during the war.  They stood up to the Russians during the Cold War. They are the good guys and therefore the good guys, because we kind of live in a, I don’t know, a story-based world. The good guys don't do bad things.
00:38:51
Now the Cold War and, again- [Siri audio noise] oh. Simply through presentation of fact, a number of kids come into a classroom, believing that in the Cold War, it's good guys versus bad guys. The Soviet Union did all the bad things, and America were just the big defenders who stood up and did only good things. But actually, a number of events throughout the Cold War, like pushing into China during the Korean War, getting involved in Vietnam, killing countless, eh, Vietnamese people and civilians, propping up the dictatorships in there to try and keep up capitalism.
00:39:40
Em, you know, trying to invade Cuba because it was Communist, withholding money from countries because they were communists.",968,170,27,39,False
TeacherQ_reconciled.docx,interview,both,"invade Cuba because it was Communist, withholding money from countries because they were communists. You know, all the things that they would focus on, basically the dirty things they would do to basically keep capitalism as the winning side. And actually, I think that not only do people lead this kind of this perception of ‘Oh wow, the quote on quote “good guys” aren't always squeaky clean’. It actually does give you an understanding that people do sometimes do things that are, they get their hands dirty. But it doesn't mean that they've necessarily become the bad. I mean, if you spoke to a Russian, they’d probably give you a very different answer to that. But you know, it's the understanding that people don’t have to be white as white in order to be morally correct.
00:40:37
And, you know, again, I think we do live in an age where people are held to a standard of being white as white. I mean, you know, people are getting cancelled.",947,169,28,39,False
TeacherQ_reconciled.docx,interview,both,"ople are held to a standard of being white as white. I mean, you know, people are getting cancelled. I hate the terms cancelled and woke, but you know, [
Q
Who wouldn't be accepting?

00:43:00
Q
I'll have a think just....The only one I can think of is that we had a, we've had a funny old bargery in the history department for a time. My two senior colleagues, one of them is former met police officer and an ardent Republican, he hates the royal family [
Q
Actually making them confront potential biases. So, I mean, our school only has 2 or 3% of Roman Catholic kids. The education minister made that very clear.  But em, so actually growing up, I didn't meet a Black person till I was 21. No, that's wrong. Sorry in Northern Ireland till I was 21, I didn't meet one until I was 18, went to University of England.",815,156,29,39,False
TeacherQ_reconciled.docx,interview,both,"in Northern Ireland till I was 21, I didn't meet one until I was 18, went to University of England. Now I, probably, given that I've been brought up in Northern Ireland in a very white existence, would have been ripe for stereotypes about people who are ethnically different to me and very thankful that I wasn't.
00:47:00
But, actually, when you meet people, you realise these are people. If we're going to, you know, be contentious about religion, sexuality, ethnicity, any of the many particular characteristics that there are, when you meet people who are like that, when you bring experiences of people like that and you make pupils experience and confront that then they, they are far more likely to be open to being challenged on it.",740,129,30,39,False
TeacherQ_reconciled.docx,interview,both,"perience and confront that then they, they are far more likely to be open to being challenged on it. When you realise, again, the old stereotype from back in the day that a Catholic's eyes are closer together than a Protestant's you know, unless you're getting a ruler out to measure that there, you know, when you actually meet someone who's a Roman Catholic or a Protestant, then you go, hmm, they're exactly the same as me. Actually, it does open that conversation up to being more willing to accept, more willing to engage with changing your point of view because you're seeing evidence with your eyes that counteract that false information that you've been given.
00:48:17
Q
I mean, I think allowing them to speak like amongst themselves in groups is also helpful.",769,134,31,39,False
TeacherQ_reconciled.docx,interview,both,"00:48:17
Q
I mean, I think allowing them to speak like amongst themselves in groups is also helpful. I'm not ignorant enough to believe that pupils always see me with a level of trust where they're going to be honest with me, and also it can be daunting in the classroom to stick your hand up and give what is a, probably a dissenting point of view, but actually be able to talk amongst it with your peers who you trust, you're far more likely to sort of bring out more conversation and more helpful conversation than sound bites from a hand up.

00:48:53
Q
They're the only ones who take that point of view. I mean, again, you would call it a contentious issue, even though some people would say it shouldn’t be. The thing that I've really noticed in school is sexuality. That is a very contentious issue. The world is not as forward as I think a lot of people would consider it to be.",886,168,32,39,False
TeacherQ_reconciled.docx,interview,both,"y contentious issue. The world is not as forward as I think a lot of people would consider it to be. And actually I do think, when I have experience seeing kids, who actually, if they were to put their hand up and say no, I do believe that people who are gay should be treated with respect, it would probably get shouted down by a lot of kids and it can be very hard to be that person who's going to put yourself up to squ- and then you’re a kid.
00:49:59
Q
You know, everything's about maintaining friendships and about being, you know, accepted, and you know, even as an adult, it's sometimes hard to be true to yourself, but also not want to completely destroy your relationships with people, so you know. You feel like with kids, you want them to be able to, you know, experience and want to be able to verbalise how they feel and to change their viewpoint.",861,165,33,39,False
TeacherQ_reconciled.docx,interview,both,", you know, experience and want to be able to verbalise how they feel and to change their viewpoint. Actually, I've shown those kids who are, who feel different than what they actually present, but they're too scared to say anything about it because they don't want to be that dissenting voice. But if one person was to go, you could almost guarantee they'd fall after them. [
Q
I think... See the curriculum does an awful lot to hold back on the potential of that there. I mean, Learning for Life and Work. There's just enough time to get through the content. I mean, we're doing a mock exam two weeks from now that there's going to be questions on that the kids haven't covered yet. And it's a full mock because their exam’s in May and I'm just going to have to accept that there's going to be parts of the paper aren't going to go well because they haven't got- and that's not because I haven't been teaching them.",917,172,34,39,False
TeacherQ_reconciled.docx,interview,both,"en't going to go well because they haven't got- and that's not because I haven't been teaching them. I've been working them ridiculously, but actually we've had to go through things at a real pace. I mean, I think that schools should not bury their heads in the sand and be aware of contentious issues that exist and should foster places where they can be discussed, you know. Is there time in the history curriculum for me to confront the rise of far-right opinions? No, because I've got to teach them about everything else.
00:52:23
But, you know school, I think it's not, it’s not a small thing. We know that there's people out there who have the views the school needs to confront the fact this is happening, the fact that there's kids on TikTok and other social media who are being- radicalised is a strong term, but you know, it is radicalisation.
00:52:46
And actually providing assemblies forums, helping people in to talk about these things and actually engage.",970,171,35,39,False
TeacherQ_reconciled.docx,interview,both,"ually providing assemblies forums, helping people in to talk about these things and actually engage.  Confronting issues before they get embedded because, the thing I always send my pupils is, the person that you are when you're in school tends to form the person you're going to be when you're an adult. If you form the opinions, you know, of certain things when you're a teenager, you're going to carry that through.
00:53:12
And it's very hard to change because you've actually built a life around the viewpoints you have. So I think, yeah, I celebrate people actually confronting, not confronting, but you know, being exposed to these other viewpoints and being able to actually engage them organically. Uh, how the school does that, yeah, I mean the go-to thing is assemblies and having guest speakers in. Because realistically you can't collapse a timetable to devote to an issue. It's a hard thing and just it's, yeah.

00:53:47
Q
The viewpoint of teachers who are teaching contentious topics.",1000,168,36,39,False
TeacherQ_reconciled.docx,interview,both,"hing and just it's, yeah.

00:53:47
Q
The viewpoint of teachers who are teaching contentious topics. Because sometimes you're asked your opinion and you cannot tell the truth because your viewpoint is not the narrative, the narrative- that sounds like a conspiracy theory. But you know what I mean. Like, if you don't hold that viewpoint, that is considered to be the correct one, it's sometimes difficult for you to, sometimes difficult for you to be honest. And I think your pupils know that. [
Q
And if you can't be honest and they know you're not being honest, then you can't really expect them to in good faith engage and be honest themselves. [TQ sigh] You know it's.

00:54:53
Q
I, I think it would be nice to feel like you could. [
Q
Em, I shared your flyer with the history and RE departments in the school, so hopefully some of them might get in touch. It was the last day of term. 

00:57:48",902,166,37,39,False
TeacherN_reconciled.docx,interview,both,"N
Twen- Eh I have been teaching 28 years, I started in secondary schools, eh but have- most of my experience is in the primary sector, that would be within the controlled sector and within that I have worked, eh, extensively, eh, in areas for both the board, et cetera, seconded roles where I have been seconded for 15 years as a youth sport developer, which was going across the maintained, integrated and controlled sector delivering sport and excellence in schools through bringing in professional sports into schools. But this is a seconded role which was done in addition to my teaching roles because I had relationships with all the schools in the area. In addition to that, I have wrote support materials for the board through STEM as science, technology, engineering, mathematics.",788,133,0,5,False
TeacherN_reconciled.docx,interview,both,"wrote support materials for the board through STEM as science, technology, engineering, mathematics. I've also worked, I wrote super- support materials for the Northern Ireland integrated education sector, called- a book called ‘[book name]’, which was to be rolled out across the controlled, the maintained and the integrated on education as a means of conflict resolution.
Em I’m a big, em, worked as a coordinator for World Around Us, Shared Education and Physical Education, so that's very much the area that I specialised in, in for education.
N
400.
N
Because it's a controlled school, eh, the majority of the students would be from what they would refer to as a PUL background because it is within an estate, an urban context within a traditionally very hard line, eh, estate with a lot of socio-economic problems. Eh, a lot of our school was involved in the most polarised conflict in Northern Ireland.",910,152,1,5,False
TeacherN_reconciled.docx,interview,both,"c problems. Eh, a lot of our school was involved in the most polarised conflict in Northern Ireland. Without in any way identifying it, it's was identified at one point as the two most polarised points in the world at one stage during one of the conflicts that raged.
And in addition to that, we have now in the last 10 to 15 years, seen an influx of newcomer children, which has impacted on the school, but the school’s overriding traditional community would still hold premise. And the newcomer children have integrated and to a large degree, assimilated. A classic example of this would be as I left the school last summer as I was driving through the estate, I pulled up to say the bonfire, which is the focal point in the estate, which starts to be built from about April time and stopped to speak to some of my students, just the usual ‘lads don't jump off the top of that, you'll break your legs’.",904,167,2,5,False
TeacherN_reconciled.docx,interview,both,"o some of my students, just the usual ‘lads don't jump off the top of that, you'll break your legs’. To which point I encountered 6 Lithuanians and one Northern Irish lo- local, right, so you think about it building an 11th night bonfire, literally the majority of the children building it at that point in the day were newcomer children who are probably traditionally of a Roman Catholic background. But to them, it's a bonfire. It's something they enjoy. It's wrecking about, it's sleeping out. It's all the things that goes on around a bonfire in July.
s want to be safe. That's why they went into teaching. It's a safe job. It's not, you know, it's it's kids, lovely kids. You know, it's a nice, safe job. You get tenure. This that, and the other. You know, the people who are delivering it have a very, very, as I said to you, go back, take a look at the teaching colleges. Take a look at the way they're educated. Take a look at the educators in-. Take a look at the inspectorate.",986,184,3,5,False
TeacherN_reconciled.docx,interview,both,"look at the way they're educated. Take a look at the educators in-. Take a look at the inspectorate. Tell me what the divergence in demographics in them in socioeconomic backgrounds. And every other avenue of life. You can't teach with a criminal record, even a spent conviction. [",281,49,4,5,False
TeacherI_reconciled.docx,interview,both,"I  0:24
OK, em, I've been teaching 33 years and I've just recently retired, in the last 18 months.
Em, I began my teaching career in Northern Ireland and I was primary trained with a secondary school elective and special educational needs, I taught in England for a year when I qualified in a primary school, eh, in upper primary, and then I taught in Northern Ireland in the prim- in the primary sector for six years.
And I moved from Northern Ireland back to mainland UK, where I was a secondary school SENCO for 16 years.
And then I returned to Northern Ireland in a very similar role in a very similar-sized school, a very similar- similar profile.
I
Sorry, [
I  1:32
OK.
I  1:38
Well, as a- as a class teacher, em, I've been involved in the delivery of- of form time both in the primary sector and then in the post-primary sector, but, eh, mainly within my role as a senior teacher and a senior pastor leader within the school, I would have been involved in the- the planning, implementation, ro",1000,185,0,32,False
TeacherI_reconciled.docx,interview,both,"pastor leader within the school, I would have been involved in the- the planning, implementation, roll-out, evaluation, of- of our, em, personal development programmes.
And, and, many of the many of the, the, the the subject areas that would also have contained, em, parts of the curriculum that would require sensitive delivery. [
I  2:51
That it- it's, it's a leader in, in, in, in eh practising philosophy in in Northern Ireland, it's, it's, it's part of em the integrated sector, em, and it caters for a significant number of young people post-primary, em, from all backgrounds, eh, Protestant, Catholic and- and- and none, and in line with that philosophy, eh, the teaching ethos and- and the principles of the school are very much based on inclusivity, em,and a breadth and depths of delivery that meets, what I suppose, is the demographic of Northern Ireland now.
So yeah, that's- that's the context in which I taught.
I  4:08
Em, not specifically that I've taught, but that I have, I've led.",999,170,1,32,False
TeacherI_reconciled.docx,interview,both,"context in which I taught.
I  4:08
Em, not specifically that I've taught, but that I have, I've led. So, my- my practice is- is more- more in that senior role rather than in the classroom role. Em, certainly, you know I could pick- pick topics from history for example. So given- given the philosophy of- of- of the school structure eh in that sector, em, it's about providing a balanced and broad and fair, em, voice to all sectors of the community when delivering a topic eh around the history of Northern Ireland, the history of Ireland and how that, how that's delivered, em, so it's- it's taking it into consideration again, from the ethos of the school, how, how that can be delivered in a way that that gives everyone a voice, em, allows for debate and discussion in a- in an ordered and mature manner, em, and allows and ensures that all voices are heard, that of- that of the staff, that of the students, that of the parents, of our governors.",952,175,2,32,False
TeacherI_reconciled.docx,interview,both,"are heard, that of- that of the staff, that of the students, that of the parents, of our governors. That- and that is reflective of, again, going back to the ethos of the school, and it's, it's built on that on that, that bounding stone, that, that it's inclusive and it enables, em, all members of the school community to be valued and their opinion to be, to be, to be valued. Em so, it's, it's probably quite a unique model in Northern Ireland in that respect.
I  6:20
If I was, if I was to take an aspect of delivery, I suppose, post-COVID, it's maybe easier to talk through an exemplar than, than, than to be abstract about it.
It’s post-COVID, post-COVID we, we really felt the need for the introduction of a preventative curriculum, particularly around online access and accessibility for our young people.",813,146,3,32,False
TeacherI_reconciled.docx,interview,both,"a preventative curriculum, particularly around online access and accessibility for our young people. We had discovered, I'm sure, as many of our colleagues will have in other schools that during that period of time where children were not physically sat in front of us, that they were exposed to a range- and persistently exposed to a range of dangers online.
Eh, and coming back after the period of time not present in school during COVID that eh many of us were seeing behaviours and eh being exhibited and presentations that were concerning, em, we were also trying to navigate with parents and guardians who were in unchartered territories as well, with regards the- the accessibility to- to materials online for young people. Inappropriate materials and materials that maybe were distressing or em had content that were- that was, was not age appropriate.",860,142,4,32,False
TeacherI_reconciled.docx,interview,both,"aterials that maybe were distressing or em had content that were- that was, was not age appropriate. So, I suppose in a senior role it was taking a strategic view in line with a philosophy that we want to include all of our young people and all of our school community in addressing, em, ultimately, a broader social issue, em, and recognising that if it's, if it's tackled appropriately and sensitively that it has, it has a wider outcome, em, a positive outcome, not only in educational terms, but in social terms. So, there's, there's quite a quite an onus placed upon you, so sort of taking that broader view, it was, it was then auditing all stakeholders, so eh at a point in the school development plan returning, returning after COVID, auditing all our stakeholders, our governors, our- our teachers, our non-teaching staff, em, our pupils through our school council, our parents, through our school council and through parental voice, em, just through surveys online as well, about their feel",1000,171,5,32,False
TeacherI_reconciled.docx,interview,both,"school council and through parental voice, em, just through surveys online as well, about their feelings about the need for such a curriculum to be developed, but also that their areas or topics that they felt that that needed to be addressed.
Em, and how we, how we should then build that into a three-year strategic plan of delivery within the school.
Eh,so it really was about staging that in a way that it was age appropriate across a post-primary school that it could show progression in those areas that it em addressed and looked very closely at research-based good practice before we launched into, em, the initiative and also funding effective teacher training that, that met the needs because very often, em, we're all subject based, as you know, we all have our have our specialisms but, em, we're also expected to have a skill base to manage and deal with social issues and, and, and personal em, and, and, and social development programmes in school, so it was- it was taking a very holi",1000,176,6,32,False
TeacherI_reconciled.docx,interview,both,"onal em, and, and, and social development programmes in school, so it was- it was taking a very holistic view of it and planning it strategically in terms of meeting all of the needs of all of those stakeholders and, and recognising that that we had a responsibility, but the responsibility also extended beyond and to other members of our school community and into, fed into other areas, em, of social support within, within, eh, the communities out just outside of the school and the school environment so that the links with with other agencies, em, youth work, or social services, all of all of those, those stakeholders that that were also feeding into school programmes and saying, you know, there's a need here and, and schools should be looking at addressing that so, and then down to the nitty gritty of obviously deciding, deciding upon the structure of the programme, the content for each, each year group and building it in a way that you could see that progression [
I  13:40
Em, I suppo",1000,176,7,32,False
TeacherI_reconciled.docx,interview,both,"each year group and building it in a way that you could see that progression [
I  13:40
Em, I suppose, and you can say it again, in line with the ethos, it's, we have a very open and engaging approach towards, emm, those aspects of personal development.
So, em,having a very strong, very strong interpersonal relationships between form tutors and pastoral deliverers in the school, the pastoral team, the pastoral assistants, the classroom assistants, all having, em, I suppose, that sing off the same hymn sheet approach in dealing with it, that young people felt that they that they could, I suppose to talk, they talk to the adults present.
And beyond even that the- the preventative curriculum lessons, so also building it into aspects of the curriculum, so, em, into Drama for example, so role plays enabling young people to- to express, em, concerns, how they might manage in a situation if they're represented with something that was made them feel uncomfortable, etcetera.",980,165,8,32,False
TeacherI_reconciled.docx,interview,both,"n a situation if they're represented with something that was made them feel uncomfortable, etcetera. But again, that would be staged throughout, throughout the, the, the seven years that were across the curriculum, it wouldn't be something that you're going to launch into with the younger children, you're going to, you're going to have workshops with outside agencies, you're going to have, em, em, signposts of, you know, the five, the five things you do and how you behave and, and who you, who you can talk to and how you can talk to those- to those people as well. So it's it's it's, it's being holistic in that approach, it doesn't belong or isn't pigeonholed into a lesson and a tick box, eh that it, that it actually suffused into the whole of the curriculum. And I just took Drama as an example there.
Could be part of the English curriculum.",852,152,9,32,False
TeacherI_reconciled.docx,interview,both,"the curriculum. And I just took Drama as an example there.
Could be part of the English curriculum. It could, you know, it had opportunities then to have a cross-curricular delivery, em, in a way that, that signals to the, to the young people that this is this is, this is part of normal life. It is something that you're going to have to address and manage. Em, you're going to have to build a resilience and a toolkit to manage it. And these are some of the things that you can use that are going to be there to support you, you know and,  and with a no blame attachment as well, because there, em, there is also the sense that that if young people had been exposed to inappropriate material, etcetera, that that they may have felt that they, they, they couldn't articulate that as well. So, eh reminding them as well that you know the role of the role of school, the parents and the adults is to protect and to- to care for as well.",935,179,10,32,False
